lemma,abs_frequency,ipm
апостол,86,20.5
княжество,86,20.5
кефир,86,20.5
тональный,86,20.5
минимальный,86,20.5
сатурн,86,20.5
булавка,86,20.5
медуза,86,20.5
ложечка,86,20.5
тетя,86,20.5
соседка,86,20.5
дева,86,20.5
всячески,86,20.5
обязывать,86,20.5
грот,86,20.5
швеция,86,20.5
украина,86,20.5
льняной,86,20.5
неудачный,86,20.5
пригодный,86,20.5
ракушка,86,20.5
султан,86,20.5
беспокоиться,86,20.5
прелесть,86,20.5
наверх,86,20.5
свинец,86,20.5
град,86,20.5
поршень,86,20.5
ах,86,20.5
лжедмитрий,85,20.2
директор,85,20.2
марк,85,20.2
русалка,85,20.2
магнитофон,85,20.2
непростой,85,20.2
застежка,85,20.2
неважно,85,20.2
чума,85,20.2
комплимент,85,20.2
камчатка,85,20.2
психический,85,20.2
гробница,85,20.2
спортсмен,85,20.2
очищение,85,20.2
отменять,85,20.2
повышение,85,20.2
вращать,85,20.2
железнодорожный,85,20.2
коровий,85,20.2
коммунистический,85,20.2
объединение,85,20.2
мерка,85,20.2
критика,85,20.2
хор,85,20.2
действующий,85,20.2
частенько,85,20.2
обломок,85,20.2
предусматривать,85,20.2
сдаваться,85,20.2
доживать,85,20.2
беспокойство,85,20.2
угощать,85,20.2
жарить,85,20.2
плавно,85,20.2
инфузория,85,20.2
первичный,85,20.2
жарко,85,20.2
ильич,85,20.2
сальный,85,20.2
существенно,85,20.2
вертикально,85,20.2
вильгельм,85,20.2
сердцевина,85,20.2
элементарный,85,20.2
шахматы,85,20.2
пароль,84,20
частота,84,20
следователь,84,20
однотонный,84,20
возлюбленный,84,20
гигиена,84,20
нанесение,84,20
таракан,84,20
вычислять,84,20
основываться,84,20
зимовка,84,20
сообщество,84,20
отмирать,84,20
опадать,84,20
книжный,84,20
поверхностный,84,20
накануне,84,20
викинг,84,20
вдвое,84,20
география,84,20
продавец,84,20
командовать,84,20
чулок,84,20
нрав,84,20
балет,84,20
заказывать,84,20
стихотворение,84,20
имущество,84,20
ледовитый,84,20
подробный,84,20
пастух,84,20
колода,84,20
счесть,84,20
втягивать,84,20
спереди,84,20
жилет,84,20
беспокоить,84,20
ноздря,84,20
неожиданность,84,20
жаль,84,20
пролагать,84,20
переноситься,84,20
хамелеон,84,20
удлиненный,84,20
страус,84,20
насилие,83,19.8
ольга,83,19.8
антарктический,83,19.8
ислам,83,19.8
разряд,83,19.8
выявлять,83,19.8
расцветка,83,19.8
шорты,83,19.8
максимально,83,19.8
футболка,83,19.8
очаровательный,83,19.8
явный,83,19.8
кожура,83,19.8
эмаль,83,19.8
условный,83,19.8
заново,83,19.8
врожденный,83,19.8
сократ,83,19.8
укроп,83,19.8
адмирал,83,19.8
норвегия,83,19.8
мощность,83,19.8
обидно,83,19.8
тетрадь,83,19.8
костный,83,19.8
непосредственный,83,19.8
решетка,83,19.8
перевозка,83,19.8
наслаждение,83,19.8
вырез,83,19.8
именовать,83,19.8
переводиться,83,19.8
сторонник,83,19.8
луг,83,19.8
упругий,83,19.8
любимец,83,19.8
перепонка,83,19.8
мужество,83,19.8
смит,83,19.8
осаждать,83,19.8
вытеснять,83,19.8
неоднократно,83,19.8
сибирский,83,19.8
архипелаг,83,19.8
высекать,83,19.8
отложение,83,19.8
затягивать,83,19.8
родственный,83,19.8
омлет,82,19.5
изготавливаться,82,19.5
христов,82,19.5
специфический,82,19.5
комикс,82,19.5
поклоняться,82,19.5
джеймс,82,19.5
пюре,82,19.5
умывание,82,19.5
бытие,82,19.5
жених,82,19.5
незапамятный,82,19.5
отбор,82,19.5
моисей,82,19.5
чей-то,82,19.5
посольство,82,19.5
одерживать,82,19.5
неудивительный,82,19.5
оля,82,19.5
обрушиваться,82,19.5
трагический,82,19.5
столик,82,19.5
увлекательный,82,19.5
изгонять,82,19.5
вследствие,82,19.5
ремесло,82,19.5
геккон,82,19.5
муфлон,82,19.5
перенимать,82,19.5
отделяться,82,19.5
утконос,82,19.5
пласт,82,19.5
клубень,82,19.5
клык,82,19.5
предводитель,82,19.5
оперение,82,19.5
ползти,82,19.5
жестоко,82,19.5
подхватывать,82,19.5
обещание,82,19.5
пожелать,82,19.5
переходный,82,19.5
плесень,82,19.5
перелет,82,19.5
пребывание,82,19.5
аэроплан,82,19.5
лишаться,82,19.5
отличительный,82,19.5
обилие,82,19.5
безобидный,82,19.5
преследование,82,19.5
ломоносов,81,19.3
ацтек,81,19.3
бразилия,81,19.3
радиоактивный,81,19.3
контейнер,81,19.3
интерьер,81,19.3
янтарь,81,19.3
героиня,81,19.3
прыщик,81,19.3
сокращение,81,19.3
спинной,81,19.3
бесцветный,81,19.3
микроскопический,81,19.3
наивный,81,19.3
поистине,81,19.3
денежный,81,19.3
свыше,81,19.3
провод,81,19.3
петя,81,19.3
выяснивать,81,19.3
комедия,81,19.3
десятый,81,19.3
шутить,81,19.3
уговаривать,81,19.3
недоступный,81,19.3
бесчисленный,81,19.3
дума,81,19.3
гениальный,81,19.3
неуклюжий,81,19.3
триста,81,19.3
мучиться,81,19.3
струна,81,19.3
ребро,81,19.3
крайность,81,19.3
огибать,81,19.3
угощение,81,19.3
пробка,81,19.3
указание,81,19.3
разыскивать,81,19.3
шнур,81,19.3
напрасно,81,19.3
смелость,81,19.3
обрадоваться,81,19.3
юля,80,19
предавать,80,19
неуверенность,80,19
аня,80,19
непросто,80,19
биологический,80,19
ультрафиолетовый,80,19
скважина,80,19
вдох,80,19
изысканный,80,19
помыть,80,19
гений,80,19
состязание,80,19
круговой,80,19
шмель,80,19
картофельный,80,19
мак,80,19
предшественник,80,19
константинополь,80,19
мотоцикл,80,19
недавний,80,19
царствование,80,19
электрон,80,19
лен,80,19
хлопок,80,19
тройка,80,19
петров,80,19
видимость,80,19
приближать,80,19
сбегать,80,19
укрываться,80,19
вдобавок,80,19
кролик,80,19
необыкновенно,80,19
заснуть,80,19
поесть,80,19
одолевать,80,19
взбираться,80,19
мчаться,80,19
краб,80,19
горох,80,19
нырять,80,19
солидный,80,19
здравствовать,80,19
ружье,80,19
шнурок,80,19
пир,80,19
корзина,80,19
занести,80,19
овладевать,80,19
контрацепция,79,18.8
олег,79,18.8
сеньор,79,18.8
провозглашать,79,18.8
будда,79,18.8
колесница,79,18.8
монарх,79,18.8
аналогичный,79,18.8
гном,79,18.8
подаваться,79,18.8
вообще-то,79,18.8
заслуга,79,18.8
вавилон,79,18.8
брюшной,79,18.8
гигиенический,79,18.8
сформировываться,79,18.8
аэродром,79,18.8
бронза,79,18.8
вспышка,79,18.8
катание,79,18.8
вызов,79,18.8
разносить,79,18.8
блюдце,79,18.8
насчитываться,79,18.8
предполагаться,79,18.8
резиновый,79,18.8
драгоценность,79,18.8
нападывать,79,18.8
намечать,79,18.8
постигать,79,18.8
басня,79,18.8
расписывать,79,18.8
кружка,79,18.8
соображать,79,18.8
нежность,79,18.8
депутат,79,18.8
забава,79,18.8
упорно,79,18.8
пробираться,79,18.8
молча,79,18.8
направо,79,18.8
пробивать,79,18.8
крылатый,79,18.8
быстрота,79,18.8
великолепно,79,18.8
устранять,79,18.8
клапан,79,18.8
кратер,79,18.8
рыхлый,79,18.8
выгодно,79,18.8
вызываться,79,18.8
олечка,78,18.6
языческий,78,18.6
барон,78,18.6
атомный,78,18.6
романтик,78,18.6
завоеватель,78,18.6
модно,78,18.6
джинсовый,78,18.6
обладательница,78,18.6
справедливый,78,18.6
добавка,78,18.6
воинский,78,18.6
питомец,78,18.6
община,78,18.6
мята,78,18.6
прилипать,78,18.6
кухонный,78,18.6
отбрасывать,78,18.6
посчитать,78,18.6
трамвай,78,18.6
глупо,78,18.6
соотношение,78,18.6
выпрямлять,78,18.6
оборудование,78,18.6
приток,78,18.6
исход,78,18.6
персидский,78,18.6
бал,78,18.6
пирожное,78,18.6
сплетня,78,18.6
генеральный,78,18.6
незаменимый,78,18.6
з,78,18.6
коренной,78,18.6
перебирать,78,18.6
скромность,78,18.6
свечка,78,18.6
залезать,78,18.6
ад,78,18.6
выстрел,78,18.6
робинзон,78,18.6
заря,78,18.6
отталкивать,78,18.6
замирать,78,18.6
ремонт,78,18.6
зеландия,78,18.6
служащий,78,18.6
перерыв,78,18.6
нагревание,78,18.6
орнамент,78,18.6
тоска,78,18.6
расспрашивать,78,18.6
нуклеиновый,77,18.3
воплощение,77,18.3
голосовой,77,18.3
антибиотик,77,18.3
зафиксировать,77,18.3
